회차,시간,인물,대사
72,15~20,이정재,뭐가 그렇게 또 골치 아파?
72,15~20,이정재,시라소니?
72,15~20,이정재,하하하 천하의 독종 임화수가 왜? 돈을 뺏겼나?
72,15~20,이정재,그런 돈이라면 팍팍 좀 쓰게. 다들 어려운 시절 아닌가?
72,15~20,이정재,너도 깨끗하게 번 돈이 아니잖아? 일본놈들이 버리고 간 극장 싼 값으로 엉터리 불하받아서 잘 나가는 거 잖아? 어지간한 일은 그냥 덮어버려.
72,15~20,이정재,"야 화수야 설렁탕이나 사주라. 야, 김형사, 나가자. 저녁이나 먹자."
72,15~20,두한,이 사심 없이 일한다는 게 그런 거 아닙니까? 내가 먼저 움직여야지요.*
72,20~25,두한,그럴 수밖에 없었어.*
72,20~25,두한,그 얘긴 그만 하시지요.*
72,20~25,두한,"아, 그렇습니까?*"
72,20~25,두한,알고 있습니다.*
72,20~25,두한,누가 말입니까?*
72,20~25,두한,그렇습니까?*
72,20~25,두한,아 그게 누구입니까? 그걸 추진하는 사람들 말입니다.*
72,20~25,두한,여운형씨와 김규식씨라고 그랬습니까?*
72,20~25,두한,"장청장님,* 국민들이 싫다고 하는 것을 어떻게 그냥 보고 있을 수가 있겠습니까? 자고 나면 파업이고 신탁통치 찬성데모가 이 공산당들에 의해서 일어나고 있습니다. "
72,20~25,두한,아 그런데 그런자와 타협을 한단 말입니까? 이 아무래도 해결을 해야겠군요.
72,20~25,두한,해야지요. 강제로라도 그만두게 해야지요. 아니면 다른 수를 쓰던가요. 제가 해보겠습니다.
72,20~25,두한,"예, 청장님."
72,20~25,두한,제가 해 보겠습니다. 그만두게 하면 되는 것 아닙니까? 안 그렇습니까? 이 나라를 망치는 일인데 막아야지요. 암요.
72,20~25,두한,우리가 거둔 애국성금에 대해서는 더 이상 왈가왈부하지 않을 거야. 어느 정도 운영비가 마련된 만큼 다시들 뛰어야 할 거야. 
72,20~25,두한,"아 그리고, 여운형씨와 김규식씨에 대해 알아보라고 했는데, 어떻게 됐습니까?"
72,25~30,두한,그런 사람이 왜 빨갱이 앞을 선다는 말입니까?
72,25~30,두한,"하지만 분명하게 좌익 쪽에 있는 사람 아닙니까? 이건 말려야 합니다. 그래도 안된다면, 죽여야지요."
72,25~30,두한,김규식이라는 사람도 독립운동을 한 분이라고 알고 있습니다. 우리 아버님과도 동지라고 들었습니다.
72,25~30,두한,어찌되었든 우리는 피를 흘리며 싸우고 있는데 저놈들하고 회담을 한다는 게 말이 되질 않습니다. 어떻게 좌익 측하고 이야기를 하겠습니까?
72,25~30,두한,이거는 당연히 우리가 막아야 합니다. 영철이는 식구들 데리고 여운형 선생 쪽을 맡아.
72,25~30,두한,"난 관철이하고, 만길이하고 김규식 선생 쪽을 맡겠어."
72,25~30,두한,그렇지가 않습니다. 옛날에는 무슨 일을 했던 간에 지금이 중요한 겁니다. 
72,25~30,두한,좌익은 무조건 막아야 합니다. 좌익 말입니다. 그래서 남쪽에서 공산당들을 몰아내고 이승만 박사께서 미국에서 돌아오시면 독립국가를 세우는 겁니다. 그럼 다 끝나는 겁니다.
72,25~30,정진영,이미 아는 일이오.
72,25~30,정진영,우리 전위대는 늘 위기 속에 살았소. 앞으로도 그럴 것이고 지금도 그렇소.
72,25~30,정진영,우리는 많이 지쳤소. 도대체 총파업을 해서 얻은 게 뭐요? 오히려 당이 붕괴되고 입지가 좁아졌소. 헌데 또 총파업이오?
72,25~30,정진영,흥. 조금 전에 좌우합작이라고 했소?
72,25~30,정진영,좌우합작이라? 혹시 또 누가 아오? 서로 잘 될지 말이오.
72,25~30,정진영,잘 될 수 있는 일이지. 그러니까 들 만나는 것 아니겠소? 안 되는 것보단 되는 게 좋은 것 아니겠소?
72,30~35,두한,보라구. 자고 나면 데모고 파업이야. 공산당 놈들 말이야.*
72,30~35,두한,좌익에 인정을 베풀어서는 안 돼. 일을 할 때는 독하게 해야 돼. 김규식 박사가 집에 있다고 했지?*
72,30~35,두한,기자들도..?*
72,30~35,두한,그래..?*
72,30~35,두한,"관철아, 가자."
72,35~40,두한,김두한이라고 합니다.
72,35~40,두한,전 오늘 선생님의 목숨을 좀 받으러 왔습니다.
72,35~40,두한,전 백야 김좌진 장군님의 아들입니다.
72,35~40,두한,선생님은 일생을 독립운동에 바치신 애국자라는걸 잘 압니다. 여운형 선생도 마찬가지시구요. 하지만 좌우합작은 잘못된 것 입니다.
72,35~40,두한,"여기서 죽으시겠습니까, 아니면 포기를 하시겠습니까?"
72,35~40,두한,중국도 국공합작을 하다가 결국엔 망했습니다. 저 사람을 많이 죽여봤습니다. 이미 그렇게 결심을 하고 왔습니다.
72,35~40,두한,안됩니다. 대답을 하십시오. 어떻게 하시겠습니까?
72,35~40,두한,탈퇴 성명을 쓰십시오.
72,35~40,두한,그렇습니다. 아니면 총을 쏠 수밖에 없습니다.
72,35~40,두한,"제가 이미 다 준비를 해가지고 왔습니다. 친필로 쓰시고 도장만 찍으시면 됩니다. 들어오다 보니까 밖에 기자들이 여러 명 계시더군요. 자, 쓰십쇼."
72,35~40,두한,"본인은 좌우합작을 탈퇴한다. 나라를 위해서 해보았는데 혼란이 있을뿐이다, 그런 뜻으로 말입니다. 시간이 없습니다.*"
72,35~40,두한,우리 아버님은 공산당에게 돌아가셨습니다. 마저 쓰십시오.*
72,40~45,두한,문을 열겠습니다. 읽어주시기만 하면 됩니다. 선생님
72,40~45,두한,읽어 주시기만 하면 됩니다. 아니면 정말 쏘겠습니다. 저에 대해서 아신다고 하시지 않았습니까? 정말 사람 많이 죽였습니다. 문 열겠습니다 선생님. 들어오십쇼.
72,40~45,두한,선생님. 읽으시지요. 정말 안 읽으시겠습니까?
72,40~45,두한,선생님. 그럼 문을 닫겠습니다.
72,40~45,두한,"안녕히 계십시오, 선생님. 저도 나라를 위해서 한 일입니다. 아버님의 동지분이시기에 깍듯이 뫼신 겁니다.*"
72,40~45,두한,그럼 좌우합작은 안 하시리라고 믿습니다. 가보겠습니다.*
72,40~45,정진영,무슨 소리야?
72,40~45,정진영,뭐야...? 도대체 왜 이런 일이 한꺼번에 터지는 거야?
72,40~45,정진영,출동해. 김규식 박사의 일을 다시 알아보고 여운형 선생의 주변도 다시 조사해봐. 뭐가 어떻게 된 건지 말이야. 부대장동무가 자세히 내용을 파악해봐.
72,45~50,정진영,마지막이라고 했소. 단 한번뿐이오. 잘 되면 이 피의 악순환이 그칠 수도 있는 일이고 말이오. 실은 나도 많이 지쳤소. 
72,45~50,정진영,"내가 바라는 공산주의는 이런 것이 아니었소. 허나 지금은 자고 나면 죽고, 죽는 일 뿐이오. 이런 건 아니었단 말이오. 그래서 만나려는 거요. 잘 안 되는 줄 알면서 말이오."
72,45~50,두한,여운형 선생을 납치했다고?*
72,45~50,두한,어디에 모시고 있나?*
72,45~50,두한,빨리 가자. 이런 일은 시간을 오래 끌면 안 돼.*
72,45~50,두한,여운형 선생이라.? 참 대단한 분인데.. 왜 이렇게 만나야 한단 말인가?
72,45~50,두한,이게 무슨 짓들인가? 어른을 이렇게 대접하면 되나? 어서 풀어드려.
72,45~50,두한,"죄송합니다, 선생님. 이 나라의 앞날을 위해서 이렇게 할 수밖에 없었습니다."
72,45~50,두한,그렇습니다.
72,45~50,두한,지금 하고 계시는 일을 당장 그만 두십시오. 좌우합작 말입니다.
72,45~50,두한,그렇습니다. 선생님 때문에 이 나라가 지금 혼란에 빠져 있습니다. 더 이상 공산당들에 놀아나지 마십시오.
72,45~50,두한,뭐라 말씀하셔도 저희들 생각은 변함이 없습니다. 그만 두시지 않겠다면 이 자리에서 선생님을 쏠 수밖에 없습니다.
72,50~55,두한,안됩니다. 예전부터 선생님을 존경해 왔기 때문에 마지막 기회를 드리는 겁니다. 김규식 박사님도 탈퇴성명을 내셨습니다.
72,50~55,두한,"어서 결정을 하십쇼. 그만 두실 겁니까, 아니면 여기서 끝을 보실겁니까?"
72,50~55,두한,결정 하십쇼.*
72,50~55,두한,"대답이 없으신 걸 보니 좌우합작을 계속 하시겠다는 것 같습니다? 그렇습니까, 선생님?*"
72,50~55,두한,그렇다면 저를 원망하지 마십시오.*
72,50~55,두한,"자, 마지막입니다. 정말 계속 하실 겁니까? *"
72,50~55,두한,아니야. 됐어. 죽일 생각은 처음부터 없었어. 이 정도면 충분히 경고가 됐을 거야. 가자. 시간을 너무 오래 끌었다. 일단 이 곳을 피하자.
72,50~55,정진영,"어쨌든 오늘 두한이를 만나기로 했다. 준비들 해. 부대장 동무와 김해숙 동무, 그리고 조장 동무 두명을 데리고 가도록."
72,50~55,정진영,그렇게 해.
72,50~55,정진영,우린 비무장으로 간다. 그렇게들 알아.
72,50~55,정진영,그렇소. 괜찮을 거요.
72,50~55,두한,그렇겠지요.
72,50~55,두한,우리가 옳다고 판단을 해서 한 일입니다. 좀 더 지켜보겠습니다. 그래서 정말 안 된다면 그땐 진짜 쏘겠습니다. 
72,50~55,두한,"자, 준비들 하자. 곧 명동장으로 갈 시간이야. 그리고 말해두지만 절대로 내 허락 없인 과격한 행동이나 말은 안 된다. "
72,50~55,두한,오늘은 싸우러 가는 게 아니라 화해를 모색하러 가는 거야. 개코?
72,50~55,두한,명동장에 준비는 다 해놓았겠지?
72,55~60,두한,"자, 일어들나자."
72,55~60,정진영,김해숙 동무!*
72,55~60,정진영,"김해숙 동무! 정신차려 김해숙 동무. 김해숙 동무, 김해숙 동무! 정신차려.*"
72,55~60,정진영,김해숙 동무 죽어선 안 돼.. 죽어선 안 돼.*
72,55~60,정진영,김해숙 동무..*
72,55~60,두한,진영아. 일찍 와 있었구나? 진영아?
72,55~60,정진영,간악한 놈 같으니.
72,55~60,두한,진영아?
72,55~60,두한,진영아?*
73,0~5,정진영,김해숙 동무!*
73,0~5,정진영,김해숙 동무!!!*
73,0~5,정진영,정신차려 김해숙 동무!* 김해숙 동무! 김해숙 동무! 정신차려!
73,0~5,두한,아 진영아 일찍 와 있었구나?* ..진영아?
73,0~5,정진영,간악한 놈 같으니
73,0~5,두한,진영아?*
73,0~5,두한,도대체 뭐가 어떻게 된 거냐?
73,0~5,정진영,그걸 나에게 묻는 거냐? 뭐? 비무장으로 하자고? 나는 그래도 옛 친구 두한이를 믿었다.
73,0~5,두한,도대체 무슨 소리야?
73,0~5,두한,누가 습격을 했다고?
73,0~5,정진영,우리 동무 하나가 너희들의 총탄에 숨을 거두었다. 내가 가장...일생에 단 한번 마음을 주었던 사람이었다. 근데 죽었다. 너희 놈들이 죽였어.
73,0~5,두한,그럴 리가 없다. 적어도 우리 대원들은 내 명령 없이는 절대로 그런 짓을 안 한다. 뭔가 오해가 생긴 것 같다.
73,0~5,정진영,모든 것은 끝났다. 너는 지금 나를 얼마든지 죽일 수 있다. 그렇다면 쏘아라. 총을 가지고 왔겠지? 비열한 놈들.. 쏴라. 쏘란 말이다!
73,0~5,두한,"정 믿지 못하겠다면 몸수색을 해도 좋다. 우리도 총을 풀어놓고 왔다. 진영아, 믿어다오. 적어도 이 김두한이는 뒤통수를 때리는 일은 안 한다. 그렇게 살진 않았어."
73,0~5,두한,아무튼 사고가 생겼다면 유감이다. 그러나 이 한마디만 믿어다오. 만약 내가 다른 마음을 품었다면 너는 이미 죽었다. 여기 오기 전에 말이다. 
73,0~5,두한,난 네가 쏜 총에 머리를 맞았다. 그러고도 너를 죽이지 않았어. 왠줄 알아? 아직도 친구라고 생각하고 있기 때문이야. 
73,0~5,두한,여기 개코와 함께 우리는 수표교 다리 밑에서 살던 시절을 잊지 않고 있기 때문이다. 개코 말처럼 피를 나눈 형제이기 때문이야.
73,0~5,두한,그리고 난 지금 분명 총이 없다.
73,0~5,정진영,"수 쓰지 마라. 너는 총이 없을 수도 있겠지. 그러나 뒷구멍으로 너희 우미관 식구들이 무슨 짓을 했을지, 그건 아무도 모른다. 약속은 끝났다. 부대장 동무?"
73,5~10,정진영,돌아간다.
73,5~10,정진영,돌아간다.
73,5~10,정진영,"두한아, 잘 기억해둬라. 그래도 난 너와 좋은 시간 만들어보려고 노력을 했다. 그런데 정말 우습게 되었다. 다음엔, 다음엔 정말로 너를 확실하게 죽일 것이다."
73,5~10,두한,진영아. 정말 안 됐다. 그러나 진실은 밝혀진다. 잘 가라. 오늘은 아무래도 어렵겠다. 악수하고 싶었다. 내 친구 진영이와.. 악수하고 싶었어.
73,5~10,두한,잘 가라. 가서 다시 한번 생각을 해봐. 이게 정말 마지막이 아니길 바란다.*
73,5~10,정진영,이미 마지막이 되었다. 가자.*
73,5~10,정진영,"잘 있어라, 개코.*"
73,5~10,정진영,왜 그랬을까? 저 이들은 빈손으로 오면서?*
73,5~10,정진영,"그럴까? 계략? 그렇다면 구태여 저들이 왜 한번은 빈손으로 오면서, 한편으로는 별동대를 보내 우리를 습격하는 연극을 해야했을까?*"
73,5~10,정진영,처음부터 나나 동무를 죽일 수 있었는데 말이야.*
73,5~10,정진영,그럴까? 그럴까..?*
73,10~15,두한,아마.. 더는 어려울 것이다. 진영이가 사랑하는 여자가 죽었어.
73,10~15,두한,어려울 거야. 어려울 거야. 이젠 정말 끝인 것 같애.
73,20~25,두한,그렇습니까?
73,20~25,두한,하지만 말입니다... 내가 만난 사람들 대부분이 의젓했습니다. 당당했구요. 그리고 내가 잘 아는 어떤 기자 한 분이 내가 하는 짓이 잘못된 일이라고 말했습니다.
73,20~25,두한,가장 절친했던 친구가 지금 공산당 전위대장입니다. 제가 죽이지 않으면 아마 날 죽일 겁니다. 
73,20~25,두한,이번엔....제가 죽이겠다고 결심을 했습니다. 헌데 가끔씩 왜 이렇게 살아야하나 하는 그런 생각이 듭니다.
73,20~25,두한,싸워도 싸워도 끝이 없습니다. 그게 너무 답답합니다. 차라리 누구 하나를 없애서 끝낼 수만 있다면 좋겠는데요.
73,20~25,두한,그럴 수가 있겠습니까?
73,20~25,두한,예?
73,20~25,두한,김일성이?
73,20~25,두한,"아 여보세요. 예? 아, 경교장입니까?"
73,20~25,두한,"아 예, 예. 선생님께서요? 알겠습니다. 곧 찾아뵙겠습니다. 예, 예."
73,20~25,두한,예. 꼭 좀 뵙자고 하는군요.
73,20~25,정진영,김해숙이?*
73,25~30,정진영,김해숙 동무...김해숙...해숙이...*
73,25~30,정진영,헌데... 명동장 사건은 뭔가 이상했다. 두한이의 부하들이 두한이의 명령도 없이 그럴 리가 없어. 두한이는 내가 잘 안다. 그렇다면 대체 어떻게 된 일일까? 우리를 습격한 그 자들은 누구란 말인가? 대체 누구?*
73,25~30,정진영,어쩐 일이시오?
73,25~30,정진영,본론이 뭐요?
73,25~30,정진영,그거야 이미 알고 있는 일이 아니오?
73,25~30,정진영,이미 우리 대원들이 나가 있소.
73,25~30,정진영,동무가 말 안해도 나가려던 참이오.
73,25~30,정진영,박차라? 그렇겠지. 어차피 싸우다가 죽게 되어 있소. 알고 있으니 가보시오.
73,25~30,정진영,처음부터 당은 우리에게 목숨을 요구했소. 우리가 흘린 피 위에 사회주의 낙원이 꽃 필 거라고 했지. 알고 있다 그런 말이오. 
