,회차,시간,인물,대사
22041,97,55~60,시라소니,정재...! 정재 이 새끼... 내래 가만있지 않을끼야...! 내 기냥 두지 않을끼야...! 정재...! 그냥 두지 않을끼야...*
22046,98,0~5,이화룡,그렇다고 할 수 있디요...
22049,98,0~5,이화룡,"이보시오, 의사양반... 무슨 수를 쓰든 살려내기요...? 꼭 그래야만 합네다, 꼭...!"
22051,98,0~5,이화룡,"이보라우, 정팔...*"
22053,98,0~5,이화룡,정재 아새끼래... 죽여야갔어.*
22054,98,0~5,이화룡,이거야 말로 파렴치한 일 아니네? 비열하고 더러운 짓이야. 사람을 유인해서 이렇게 만들다니...*
22055,98,0~5,이화룡,도무지 선배에 대한 예의를 모르는 새끼야...! 그런 새끼는 살 필요도 없디. 안 기래?*
22058,98,0~5,이화룡,맨발 아니네?*
22062,98,0~5,이화룡,해야디... 절대로 이대로 넘어갈 순 없디... 이정재 이 새끼... 신속하게 애들을 모으라우. 동대문으로 갈 기야!*
22074,98,0~5,임화수,정말로 대단했어. 지금도 믿기지가 않아.*
22075,98,0~5,임화수,어쨌든 우리는 시라소니를 깬 거야. 기적 같은 일을 한 거라고.
22076,98,0~5,임화수,하지만 명동에서 절대로 가만 있지 않을 거라고. 그에 따른 대책을 마련해야 돼. 일단 전면전에 들어가기에 앞서서 각 지역 오야붕들을 불러서 대기를 시켜놔야돼.
22080,98,5~10,임화수,"그래, 그럴 거야. 그 명동의 이화룡이는 거 인물이라구. 절대로 그냥은 안 있을 거야. 걔네들 뒤에는 과거의 서북청년회라는 이북출신 애들이 무더기로 있어. "
22081,98,5~10,임화수,일단 전면전이 일어난다면 그렇게 만만치가 않을 거야.
22082,98,5~10,이석재,겁들 내실 필요 없습니다. 우리 동대문도 한다하는 주먹들이 다 모인 곳입니다. 천하의 시라소니도 결국은 무너지지 않습니까? 명동 놈들도 똑같이 만들어주면 됩니다.
22083,98,5~10,이석재,하하하. 아... 이번에 아주 확실하게 죽여버렸어야 되는 건데... 시라소니 말입니다. 건방진 자식...
22084,98,5~10,이석재,"아, 그렇지 않습니까? 아예 없애버리면 이런 저런 소리 안 나오는 거 아닙니까? 나중에 정신 차리고 몸이 회복되면 그냥 있겠습니까?"
22085,98,5~10,이석재,없애야 하는 건데... 회장님은 왜 목숨을 건드리지 말라고 하셨는지 모르겠어.
22087,98,5~10,임화수,"음, 아직 특별한 얘기는 없으시구만... 스으... 고문님께서 지금까지의 상황을 다 보고 받으셨을 텐데 말이야."
22091,98,5~10,이석재,한 식구가 될 거야. 꽤 잘 나가는 친구지.
22092,98,5~10,임화수,"이럴 때 새 식구가 생기는 건 좋은 일이지. 헌데 빨리 무슨 지시가 내려와야 하는데 말이야, 이거... 이거 아무래도 내가 직접 회장님을 만나봐야겠어. 이봐, 석재하고 동진이?"
22094,98,5~10,이석재,예.
22095,98,5~10,임화수,자네들은 특별히 신경을 써야 돼. 오늘 내일이 고비야. 그 영등포와 용산에도 연락을 넣어서 대원들 추가로 증원하고.
22097,98,5~10,이석재,"자, 우리도 슬슬 나가볼까? 이거 오랜만에 몸 한번 제대로 풀게 생겼구만. 안 그래, 동진이?"
22098,98,5~10,이정재,"잘 와주었소, 사돈. 이젠 사돈도 뭔가를 시작할 때에요. 대학에서 전공이 정치 쪽 아니었소?"
22099,98,5~10,유지광,그렇습니다.
22100,98,5~10,이정재,정치라...? 거 좋은 거지요. 사돈은 그래도 제대하고 나서 설봉사 절에서 쉴 만큼 쉬었습니다. 이제 나와 함께 일해봅시다.
22101,98,5~10,유지광,"예, 지난번에 회장님의 편지를 받고 나서 저도 많은 생각을 했습니다. 그리고 결심을 하고 내려온 겁니다. "
22102,98,5~10,유지광,회장님께서는 자유당에 적을 두고 계신 걸로 알고 있습니다. 저도 이 나라의 국부이신 이승만 박사님을 존경하고 있습니다.
22103,98,5~10,이정재,"흐흐, 그렇다면 우린 뜻이 서로 맞는구만. 잘해봅시다. 사돈은 아직 젊어요. 서로 돕고 산다면 좋은 결과가 있을 겁니다. 사돈이 날 좀 많이 도와줘야겠습니다."
22104,98,5~10,유지광,무슨 일을 해야하는지 말씀을 해주십시오.
22105,98,5~10,이정재,지금 필요한 것은 힘이요. 힘 말이오.
22106,98,5~10,이정재,우린 자유당을 위해서 그 전위부대가 되어 주기로 했소. 따라서 많은 충돌과 위험이 따를 거요. 그 일을 사돈이 좀 맡아 줘야겠습니다.
22107,98,5~10,이정재,물론 그 일이 바람직하다고 할 수는 없습니다. 하지만 누군가가 그 일을 맡아야 하고... 내가 그 일을 하겠다고 나선 겁니다. 
22108,98,5~10,이정재,지금 이 나라의 정의는 실종됐어요. 힘이 곧 정의입니다. 나도 한 때는 정도를 걸어볼라고 무던히도 애를 썼습니다. 그러나 그게 아니더군요....
22109,98,5~10,이정재,"힘이 없이는 아무것도 못 해. 그렇다고 사돈, 치졸한 깡패소리를 듣자는 게 아닙니다. 지금의 혼란한 주먹세계를 통일해서 훗날 전국의 많은 청년들을 건설적으로 이끌자는 겁니다. "
22110,98,5~10,이정재,그 힘을 정치와 연결시킨다면 나나 사돈이나 아주 보람된 일을 할 수 있을 거요. 그래서 사돈을 부른 거요.
22111,98,5~10,유지광,무슨 말씀이신지 잘 알겠습니다.
22112,98,5~10,이정재,잘해봅시다.
22113,98,5~10,김기홍,"아 저... 회장님, 저...."
22114,98,5~10,이정재,식구들을 한 번 모아보세요. 뭐든 충분하게 지원을 할 테니까요. 사돈만의 특별한 조직을 한 번 만들어보세요.
22115,98,10~15,유지광,알겠습니다.
22116,98,10~15,이정재,뭡니까 김고문?
22117,98,10~15,김기홍,"예 회장님, 지금 사태가 급하게 돌아가고 있습니다."
22118,98,10~15,이정재,그래요?
22119,98,10~15,김기홍,뭔가 회장님의 지시가 필요할 거 같습니다. 전면전을 하던지 아니면 어떤 수습책이 필요할 거 같습니다.
22121,98,10~15,이정재,그래 어떻게 됐다고?
22122,98,10~15,임화수,전쟁 직전입니다. 지금 명동 쪽에서는 그 쪽 부대원들을 대규모로 모집하고 있습니다.
22123,98,10~15,김기홍,우리도 일단 그 대책은 마련을 하고 있습니다. 결국 저 쪽에서 넘어오면은 받아칠 수 밖에 없는 일 아니겠습니까?
22125,98,10~15,임화수,"회장님, 앉아서만 기다릴 게 아니라 우리가 먼저 선제공격을 하는 게 어떻겠습니까?"
22126,98,10~15,김기홍,"명동은 지금 독이 오를 대로 올라 있습니다. 오히려 그 편이 더 효과가 있을 수도 있습니다, 회장님?"
22127,98,10~15,이정재,문제는 시라소니지 전면전이 아니질 않소!
22128,98,10~15,이정재,휴... 화해할 방법을 찾아보세요.
22129,98,10~15,임화수,아니 화해를 말입니까? 명동 놈들하고 말입니까? 아니 그게 가능할 거 같습니까? 시라소니가 깨졌습니다.
22130,98,10~15,이정재,"이봐, 화수야. 지금 우리 동대문은 자유당과 막 한 배를 같이 탔어. 이럴때 구설수에 오르는 건 좋지 않아."
22131,98,10~15,임화수,"아, 뭐 그거야 그렇습니다만..."
22132,98,10~15,김기홍,하지만 오늘 밤에 일이 터지면은 어쩔 도리가 없지 않습니까?
22133,98,10~15,이정재,곧 날이 밝아요. 오늘은 별 일 없을 겁니다. 적어도 내일까지는 시간이 있습니다.
22134,98,10~15,김기홍,알겠습니다. 일단 시라소니의 잘못을 분명하게 지적을 하고 명동쪽을 설득을 해 보겠습니다. 그 쪽 친구들도 시라소니가 지나쳤다는 걸 알고 있을 겁니다. 
22135,98,10~15,김기홍,그리고 한 쪽으로는 곽경무관에게 도움도 요청을 하구요.
22136,98,10~15,임화수,곽영주 경무관님 말씀이십니까?
22137,98,10~15,김기홍,음.
22138,98,10~15,임화수,"예, 제가 마침 내일 곽경무관님하고 저녁 약속이 있습니다."
22139,98,10~15,김기홍,아 그거 잘됐구만. 그렇다면은 곽경무관 쪽은 임사장이 만나서 잘 얘기를 좀 해보라고.
22140,98,10~15,임화수,"예, 고문님."
22143,98,10~15,이석재,개미새끼 한 마리 안 지나가는군... 이 뭐야 벌써 세 시가 넘었잖아. 도대체 언제까지 대기하라는 건... 나 이거야 원...
22145,98,10~15,이석재,그럼. 명동패들이 다 와서 스스로 무릎을 꿇을 때까지 기다리겠다는 건가?
22147,98,10~15,이석재,"이봐, 동진이. 싸움이란 말이야 누가 먼저 기선을 제압하느냐에 달려있어. 누구처럼 잔머리나 굴리면서 하는 게 아니라고. 알아?"
22149,98,10~15,이석재,명동패들은 지금 겁을 먹었어. 시라소니가 없는 명동은 허수아비일 뿐이라고. 이거 괜한 시간낭비만 했구만... 들어가서 잠이나 자야겠어.
22150,98,10~15,이석재,"그 아무튼 말이야. 우리는 천하무적 시라소니를 깼어. 이건 사실이라고. 이 세계의 새로운 신화를 만든 거라고. 안 그래, 동진이? "
22151,98,10~15,이석재,독불장군은 없는 거야. 영원한 강자는 없는 거라고.
22153,98,10~15,이석재,"하하하하하... 그럼, 그럼..."
22155,98,10~15,이석재,"가만, 지금 뭔가 빈정거리는 거 아냐? 거 말이 묘하구만 그래."
22157,98,10~15,이석재,저 새끼 분명 뭔가 딴 생각을 하고 있어... 저거 언젠간 틀림없이 돌아설 거야.
22174,98,15~20,두한,그만 돌아가세요. 검찰총장께서 이렇게 한가하게 나같은 살인미수범이나 만나고 다녀서야 나라꼴이 제대로 되겠소?
22176,98,15~20,두한,노동자들의 생계라니...? 그게 무슨 소리요?
22178,98,15~20,두한,흐흐힝 이런... 이런... 지금 노동자들을 미끼로 날 협박하는 거요?
22181,98,15~20,두한,그래서요?
22183,98,15~20,두한,형무소? 가야죠. 거기 가는 게 뭐가 그리 대단하오? 뭐가?
22186,98,15~20,최동열,"자네 고집이 중요한 것인지 나라를 위해 일하는 것이 중요한 것인지 생각해 볼 일이야. 정치는 말이야, 그렇게 단순한 것이 아니야.*"
22187,98,15~20,최동열,무엇이 국익과 이 사회와 자신을 위한 길인지를 따져봐야 하는 것이야.*
22188,98,15~20,조병옥,내 말 들어. 자네가 의원직을 포기하면은 그만큼 야당의원 한 사람이 줄어드는 거야. 알겠나?*
22189,98,15~20,두한,"이보시오, 총장? 내가 거기 입당원서에 도장을 찍으면 어떻게 되는 거요?"
22191,98,15~20,두한,좋소. 모두들 날 보고 자유당으로 가라하니 도장을 찍겠소. 하지만 형무소가 무서워서 도장을 찍는 건 아니오. 난 어딜 가도 야당의원이오. 
22192,98,15~20,두한,아마 자유당이 날 데려간 걸 후회하게 될 거야. 원서 이리 내시오.
22201,98,20~25,두한,"당신들, 앞으로 나 때문에 골치깨나 아플 거야.*"
22204,98,20~25,두한,"예예, 어르신 나오셨습니까? 고맙습니다. 고맙습니다.*"
22206,98,20~25,정대발,"김의원님, 고생 많으셨습니다.*"
22208,98,20~25,두한,그래... 자네들도 이 고생 많았어.*
22209,98,20~25,두한,여러분!* 이거 심려를 끼쳐드려서 죄송합니다! 아 저는 저 경찰서에서 이 며칠 푹 잘 쉬었습니다!
22211,98,20~25,두한,이 말해두지마는 저는 앞으로 이 자유당 속의 야당의원이 되겠습니다! 걱정들 하지 마십시오! 자유당에 들어가 자유당 놈들 다 때려잡겠습니다!
22213,98,20~25,김영태,십년감수 했구만... 그래야지. 이 어떻게 해서 된 국회의원인가 말이야?*
22214,98,20~25,신영균,"그러게 말입니다, 형님.*"
22216,98,20~25,김영태,그러지. 이 우리들이 나타나서 도움이 될 게 별로 없어. 우린 그저 숨어서 지켜보는 거야. 가자고...*
22218,98,20~25,두한,그렇겠지. 어차피 국회의원 자리에 연연해서 가는 게 아니야. 싸우러 가는 거야.*
22219,98,20~25,정대발,저도 그동안 이 주먹이 울어서 혼났습니다. 형사 나부랭이들 요놈 한 방이면 그냥 끝인디...*
22220,98,20~25,두한,어허... 정비서?*
22221,98,20~25,정대발,"아, 아, 예예... 시정하겠습니다, 형님... 아니 저 기, 김의원님.*"
22222,98,20~25,두한,그동안 뭐 별 일은 없었나?*
22223,98,20~25,정대발,별 일은 없었는디요. 희한한 사건이 일어났습니다.*
22224,98,20~25,두한,희한해? 아니 뭐가?*
22225,98,20~25,정대발,시라소니 큰형님이 당해 버렸습니다. 동대문 애기들한테요.*
22227,98,20~25,두한,아 뭐야? 그게 도대체 무슨 소리야?*
22228,98,20~25,정대발,그랑께 말입니다. 있을 수가 없는 일이 일어났습니다. 동대문에서 시라소니 성님을 유인해 갖고 큰일을 냈답니다. 
22229,98,20~25,정대발,저 시방 백병원에 입원해 계신디요. 그 일로 명동하고 동대문이 시방 전쟁 일보직전입니다.
22230,98,20~25,두한,아니... 시라소니 형님이... 당했단 말이야? 그런 거야?
22231,98,20~25,정대발,"예, 큰형님."
22232,98,20~25,두한,"아니, 어떻게 그 형님이...?"
22233,98,20~25,정대발,뭔가 암수를 썼다는 얘기도 들립니다. 아 그걸 안하고서야 그 형님이 깨질 리가 있겄습니까?
22234,98,20~25,두한,말도 안돼... 차 돌려. 차 돌리란 말이야. 이 백병원으로 가자. 어서.
22236,98,20~25,두한,"말도 안돼... 말도 안돼, 이건..."
22240,98,20~25,시라소니,의사양반... 내래... 언제쯤 일어날 수 있갔소?*
22242,98,20~25,시라소니,일 년...? 나 좀 날래 나갈수 있게 해주시오...*
22244,98,25~30,시라소니,나 좀... 여기서... 나갈 수 있게 해주시오... 나 좀 나갈수 있게 해주시오...*
22246,98,25~30,두한,"어어, 나 김두한이야."
22248,98,25~30,두한,이 시라소니 형님 몇 호에 계신가?
22265,98,25~30,두한,도대체... 도대체 어떻게 이럴 수가 있습니까? 천하의 시라소니 형님 아닙니까?
22266,98,25~30,시라소니,"기러게 말이야... 거 아주 우습게 됐어, 두한 아우..."
22267,98,25~30,두한,"아니, 정재가 어떻게 형님을 이렇게 할 수가 있습니까?! 그 친구가 정신이 이상하지 않고서야... 어떻게 이럴 수가 있습니까?"
22268,98,25~30,시라소니,아... 내래 너무 방심했어... 허허... 나이를 먹은 모양이야...
22269,98,25~30,두한,아닙니다. 뭔가 그 친구들이 암수를 썼다고 들었습니다.
22270,98,25~30,시라소니,고 진짜 꾼이래면은... 그 암수까지도 알아야 하는 기야... 이번엔 내가 졌어.
22271,98,25~30,두한,아닙니다. 비열한 놈들입니다. 제가... 이 김두한이가 혼을 내주겠습니다. 정재가 어떻게 이럴 수가 있습니까?
22272,98,25~30,시라소니,그만 두라...  진 건 진 거이디... 고 하지만 내래 이 병원 나가게 되면... 다시 한 번 붙어봐야 되디 않갔어?
22273,98,25~30,두한,제가... 혼을 내겠습니다. 정재를 만나서 따질 건 따지고 필요하다면은 주먹을 쓰겠습니다.
22274,98,25~30,시라소니,고 관두라고 하디 않네? 고 아우님은 이제 국회의원이야... 주먹을 쓰는 건 옳디가 않아.
22275,98,25~30,시라소니,내가 동대문에 신세를 졌으니께니... 내가 갚아야디... 꼭 갚을 기야...
